infoStartAddr:	0x2DA00
numEntries:	0x458	1112
title:	GEM_GEN_PARAM_ST
paramStartAddr:	0x00006880
entryID   	paramAddr 	infoAddr  	isUnique:1	pad_0[4]	gemNameIdOffset	disableSlotRateModify:1	slotTypeRateA	slotTypeRateB	slotTypeRateC	slotTypeRateD	slotTypeRateE	slotTypeRateF	gemRankDoping	pad_1[3]	gemeffectGenParamType_0	gemeffectGenParam_0	manifestRate_0	negativizeRate_0	gemeffectGenParamType_1	gemeffectGenParam_1	manifestRate_1	negativizeRate_1	gemeffectGenParamType_2	gemeffectGenParam_2	manifestRate_2	negativizeRate_2	gemeffectGenParamType_3	gemeffectGenParam_3	manifestRate_3	negativizeRate_3	gemeffectGenParamType_4	gemeffectGenParam_4	manifestRate_4	negativizeRate_4	gemeffectGenParamType_5	gemeffectGenParam_5	manifestRate_5	negativizeRate_5	equipableSegmentBody:1	equipableSegmentWeapon:1	unremovable:1	isGuestDrop:1
0x0000007C	0x000089B0	0x0002E3AE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09
0x0000007D	0x00008A40	0x0002E3EA	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09
0x0000007E	0x00008AD0	0x0002E428	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30ab 30a6 30f3 30bf 30fc 30c0 30e1 30fc 30b8 ff08 500d 7387 ff09
0x0000007F	0x00008B60	0x0002E460	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09
0x00000080	0x00008BF0	0x0002E498	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09
0x00000081	0x00008C80	0x0002E4C8	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 0048 0050 30ea 30b8 30a7 30cd
0x00000082	0x00008D10	0x0002E4F2	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30ea 30b2 30a4 30f3 56de 5fa9 91cf ff08 56fa 5b9a 5024 ff09
0x00000083	0x00008DA0	0x0002E528	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.02	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6b66 5668 8010 4e45 5ea6 ff08 56fa 5b9a 5024 ff09
0x00000084	0x00008E30	0x0002E55A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	1120.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 653b 6483 529b 3010 7269 7406 3011 3010 0048 0050 6700 5927 6642 3011 ff08 56fa 5b9a 5024 ff09
0x00000085	0x00008EC0	0x0002E59E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	249856.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 653b 6483 529b 3010 7269 7406 3011 3010 0048 0050 7015 6b7b 6642 3011 ff08 56fa 5b9a 5024 ff09
0x00000086	0x00008F50	0x0002E5E2	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	57671680.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 653b 6483 529b 3010 7269 7406 3011 3010 4ed6 0050 0043 30dc 30b9 6483 7834 914d 4fe1 3011 ff08 56fa 5b9a 5024 ff09
0x00000087	0x00008FE0	0x0002E62E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	13153337344.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 653b 6483 529b 3010 5168 3011 3010 0048 0050 6700 5927 6642 3011 ff08 56fa 5b9a 5024 ff09
0x00000088	0x00009070	0x0002E670	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	13153337344.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 653b 6483 529b 3010 5168 3011 3010 0048 0050 7015 6b7b 6642 3011 ff08 56fa 5b9a 5024 ff09
0x00000089	0x00009100	0x0002E6B2	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	650910883643392.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 653b 6483 529b 3010 5168 3011 3010 4ed6 0050 0043 30dc 30b9 6483 7834 914d 4fe1 3011 ff08 56fa 5b9a 5024 ff09
0x0000008A	0x00009190	0x0002E6FC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	141863388262170624.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 0048 0050 30ea 30b8 30a7 30cd 3010 7269 7406 3011 3010 0048 0050 6700 5927 6642 3011
0x0000008B	0x00009220	0x0002E73C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	32858262881295138816.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 0048 0050 30ea 30b8 30a7 30cd 3010 7269 7406 3011 3010 0048 0050 7015 6b7b 6642 3011
0x0000008C	0x000092B0	0x0002E77C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	7526271582073497059328.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 0048 0050 30ea 30b8 30a7 30cd 3010 7269 7406 3011 3010 4ed6 0050 0043 30dc 30b9 6483 7834 914d 4fe1 3011
0x0000008D	0x00009340	0x0002E7C4	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	81704042592835098143342198784.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 653b 6483 97f3 6d88 53bb
0x0000008E	0x000093D0	0x0002E7EC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-nan	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6700 5927 0048 0050 ff08 500d 7387 ff09
0x0000008F	0x00009460	0x0002E81A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-nan	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6700 5927 004d 0050 ff08 500d 7387 ff09
0x00000090	0x000094F0	0x0002E848	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-nan	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6700 5927 30b9 30bf 30df 30ca ff08 500d 7387 ff09
0x00000091	0x00009580	0x0002E87A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-nan	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 9b54 6cd5 5c5e 6027 5909 63db
0x00000092	0x00009610	0x0002E8A4	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-nan	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 708e 5c5e 6027 5909 63db
0x00000093	0x000096A0	0x0002E8CC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-nan	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 96f7 5c5e 6027 5909 63db
0x00000096	0x00009730	0x0002E8F4	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-1196662166615448555012887825874944.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30de 30a4 30ca 30b9 52b9 679c 005f 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09
0x00000097	0x000097C0	0x0002E928	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30de 30a4 30ca 30b9 52b9 679c 005f 7279 653b 30c0 30e1 30fc 30b8 3010 7363 3011 ff08 500d 7387 ff09
0x00000098	0x00009850	0x0002E962	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30de 30a4 30ca 30b9 52b9 679c 005f 7279 653b 30c0 30e1 30fc 30b8 3010 6708 3011 ff08 500d 7387 ff09
0x00000099	0x000098E0	0x0002E99C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30de 30a4 30ca 30b9 52b9 679c 005f 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09
0x0000009A	0x00009970	0x0002E9D6	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30de 30a4 30ca 30b9 52b9 679c 005f 0048 0050 30ea 30b8 30a7 30cd
0x0000009B	0x00009A00	0x0002EA02	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	5.12	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30de 30a4 30ca 30b9 52b9 679c 005f 6b66 5668 8010 4e45 5ea6 ff08 56fa 5b9a 5024 ff09
0x0000009C	0x00009A90	0x0002EA36	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	1700051933833072276930560.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30de 30a4 30ca 30b9 52b9 679c 005f 653b 6483 6642 0048 0050 30c0 30e1 30fc 30b8
0x0000009D	0x00009B20	0x0002EA68	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	18697846353366383672076372279296.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30de 30a4 30ca 30b9 52b9 679c 005f 6700 5927 0048 0050 ff08 500d 7387 ff09
0x0000009E	0x00009BB0	0x0002EA98	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	4299870835974154129876817272635392.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30de 30a4 30ca 30b9 52b9 679c 005f 6700 5927 30b9 30bf 30df 30ca ff08 500d 7387 ff09
0x0000009F	0x00009C40	0x0002EACC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-nan	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30de 30a4 30ca 30b9 52b9 679c 005f 6700 5927 004d 0050 ff08 500d 7387 ff09
0x000000C8	0x00009CD0	0x0002EAFC	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-462848.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 53d6 5f97 30bd 30a6 30eb 91cf
0x000000C9	0x00009D60	0x0002EB26	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-23890755584.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30a2 30a4 30c6 30e0 30c9 30ed 30c3 30d7 7387
0x000000CA	0x00009DF0	0x0002EB56	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-5291399708672.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6700 5927 0048 0050 ff08 500d 7387 ff09
0x000000CB	0x00009E80	0x0002EB84	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-263460578201174016.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6700 5927 30b9 30bf 30df 30ca ff08 500d 7387 ff09
0x000000CC	0x00009F10	0x0002EBB6	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-13724377590839906402304.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6295 3052 3010 30c0 30e1 30fc 30b8 3011 ff08 500d 7387 ff09
0x000000CD	0x00009FA0	0x0002EBEC	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-3060093480899530098475008.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6295 3052 3010 0048 0050 56de 5fa9 3011 ff08 56fa 5b9a 5024 ff09
0x000000CE	0x0000A030	0x0002EC24	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-7869574926216848124491533498974208.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6295 3052 3010 30bd 30a6 30eb 53d6 5f97 3011 ff08 500d 7387 ff09
0x000000CF	0x0000A0C0	0x0002EC5C	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-nan	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 6295 3052 3010 72b6 614b 7570 5e38 56de 5fa9 3011 ff08 6642 9593 ff09
0x000000D0	0x0000A150	0x0002EC96	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-nan	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30c0 30e1 30fc 30b8 30ab 30c3 30c8 3010 65ac 6483 3011 ff08 500d 7387 ff09
0x000000D1	0x0000A1E0	0x0002ECD2	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30c0 30e1 30fc 30b8 30ab 30c3 30c8 3010 6253 6483 3011 ff08 500d 7387 ff09
0x000000D2	0x0000A270	0x0002ED0E	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30c0 30e1 30fc 30b8 30ab 30c3 30c8 3010 523a 7a81 3011 ff08 500d 7387 ff09
0x000000D3	0x0000A300	0x0002ED4A	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30c0 30e1 30fc 30b8 30ab 30c3 30c8 3010 9283 3011 ff08 500d 7387 ff09
0x000000D4	0x0000A390	0x0002ED84	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30c0 30e1 30fc 30b8 30ab 30c3 30c8 3010 708e 3011 ff08 500d 7387 ff09
0x000000D5	0x0000A420	0x0002EDBE	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30c0 30e1 30fc 30b8 30ab 30c3 30c8 3010 9b54 6cd5 3011 ff08 500d 7387 ff09
0x000000D6	0x0000A4B0	0x0002EDFA	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30c0 30e1 30fc 30b8 30ab 30c3 30c8 3010 96f7 3011 ff08 500d 7387 ff09
0x000000D7	0x0000A540	0x0002EE34	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30c0 30e1 30fc 30b8 30ab 30c3 30c8 3010 7269 7406 3011 ff08 500d 7387 ff09
0x000000D8	0x0000A5D0	0x0002EE70	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 30c0 30e1 30fc 30b8 30ab 30c3 30c8 3010 5168 3011 ff08 500d 7387 ff09
0x000000D9	0x0000A660	0x0002EEAA	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 8010 6027 5024 3010 6bd2 3011
0x000000DA	0x0000A6F0	0x0002EED4	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 8010 6027 5024 3010 51fa 8840 3011
0x000000DB	0x0000A780	0x0002EF00	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 8010 6027 5024 3010 72c2 6c17 3011
0x000000DC	0x0000A810	0x0002EF2C	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 8010 6027 5024 3010 5168 3011
0x000000DD	0x0000A8A0	0x0002EF56	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9b54 77f3 52b9 679c 30c6 30b9 30c8 005f 30d7 30e9 30b9 52b9 679c 005f 7363 5316 5024
