infoStartAddr:	0xB710
numEntries:	0x28A	650
title:	WEAPON_GEN_PARAM_ST
paramStartAddr:	0x00003D30
entryID   	paramAddr 	infoAddr  	wepParamId	gemSlotType_0	gemGenId_0	gemSlotType_1	gemGenId_1	gemSlotType_2	gemGenId_2	gemSlotType_3	gemGenId_3	gemSlotType_4	gemGenId_4	equipableGemSegmentMask	reserveGemSlotNo_0	reserveGemSlotNo_1	reserveGemSlotNo_2
0x01312D00	0x0000AE40	0x0000D52A	20000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e
0x01312D64	0x0000AE70	0x0000D536	20000100	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e ff0b ff11
0x01312DC8	0x0000AEA0	0x0000D546	20000200	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e ff0b ff12
0x01312E2C	0x0000AED0	0x0000D556	20000300	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e ff0b ff13
0x01312E90	0x0000AF00	0x0000D566	20000400	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e ff0b ff14
0x01312EF4	0x0000AF30	0x0000D576	20000500	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e ff0b ff15
0x01312F58	0x0000AF60	0x0000D586	20000600	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e ff0b ff16
0x01312FBC	0x0000AF90	0x0000D596	20000700	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e ff0b ff17
0x01313020	0x0000AFC0	0x0000D5A6	20000800	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e ff0b ff18
0x01313084	0x0000AFF0	0x0000D5B6	20000900	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e ff0b ff19
0x013130E8	0x0000B020	0x0000D5C6	20001000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 72e9 4eba 306e 677e 660e ff0b ff11 ff10
0x01328C90	0x0000B050	0x0000D5D8	20090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 72e9 4eba 306e 677e 660e
0x0132B3A0	0x0000B080	0x0000D5E8	20100000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 305f 3060 306e 677e 660e
0x014FB180	0x0000B0B0	0x0000D5F4	22000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad
0x014FB1E4	0x0000B0E0	0x0000D5FA	22000100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad ff0b ff11
0x014FB248	0x0000B110	0x0000D604	22000200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad ff0b ff12
0x014FB2AC	0x0000B140	0x0000D60E	22000300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad ff0b ff13
0x014FB310	0x0000B170	0x0000D618	22000400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad ff0b ff14
0x014FB374	0x0000B1A0	0x0000D622	22000500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad ff0b ff15
0x014FB3D8	0x0000B1D0	0x0000D62C	22000600	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad ff0b ff16
0x014FB43C	0x0000B200	0x0000D636	22000700	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad ff0b ff17
0x014FB4A0	0x0000B230	0x0000D640	22000800	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad ff0b ff18
0x014FB504	0x0000B260	0x0000D64A	22000900	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad ff0b ff19
0x014FB568	0x0000B290	0x0000D654	22001000	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 6756 97ad ff0b ff11 ff10
0x014FD890	0x0000B2C0	0x0000D660	22010000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad
0x014FD8F4	0x0000B2F0	0x0000D666	22010100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad ff0b ff11
0x014FD958	0x0000B320	0x0000D670	22010200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad ff0b ff12
0x014FD9BC	0x0000B350	0x0000D67A	22010300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad ff0b ff13
0x014FDA20	0x0000B380	0x0000D684	22010400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad ff0b ff14
0x014FDA84	0x0000B3B0	0x0000D68E	22010500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad ff0b ff15
0x014FDAE8	0x0000B3E0	0x0000D698	22010600	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad ff0b ff16
0x014FDB4C	0x0000B410	0x0000D6A2	22010700	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad ff0b ff17
0x014FDBB0	0x0000B440	0x0000D6AC	22010800	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad ff0b ff18
0x014FDC14	0x0000B470	0x0000D6B6	22010900	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad ff0b ff19
0x014FDC78	0x0000B4A0	0x0000D6C0	22011000	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 6756 97ad ff0b ff11 ff10
0x014FFFA0	0x0000B4D0	0x0000D6CC	22020000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad
0x01500004	0x0000B500	0x0000D6D2	22020100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad ff0b ff11
0x01500068	0x0000B530	0x0000D6DC	22020200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad ff0b ff12
0x015000CC	0x0000B560	0x0000D6E6	22020300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad ff0b ff13
0x01500130	0x0000B590	0x0000D6F0	22020400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad ff0b ff14
0x01500194	0x0000B5C0	0x0000D6FA	22020500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad ff0b ff15
0x015001F8	0x0000B5F0	0x0000D704	22020600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad ff0b ff16
0x0150025C	0x0000B620	0x0000D70E	22020700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad ff0b ff17
0x015002C0	0x0000B650	0x0000D718	22020800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad ff0b ff18
0x01500324	0x0000B680	0x0000D722	22020900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad ff0b ff19
0x01500388	0x0000B6B0	0x0000D72C	22021000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 6756 97ad ff0b ff11 ff10
